Characteristics associated with nonadherence to medications for hypertension; diabetes; and dyslipidemia among breast cancer survivors.;/pubmed/27826756;Calip GS, Elmore JG, Boudreau DM.;Breast Cancer Res Treat. 2017 Jan;;;;;;;;;;;;;
Impact of a 12-week aerobic exercise training program on anthropometric and metabolic parameters of a group of type 2 diabetes Cameroonian women aged ≥50 years.;/pubmed/27826567;Dahjio Y, Noubiap JJ, Azabji-Kenfack M, Essouma M, Loni GE, Onana AE, Dehayem M, Mvom A, Tadjore MN, Sobngwi E.;Ann Transl Med. 2016 Oct;;;;;;;;;;;;;;;
The association between bone turnover markers and microvascular complications of type 2 diabetes.;/pubmed/27826545;Maghbooli Z, Shabani P, Gorgani-Firuzjaee S, Hossein-Nezhad A.;J Diabetes Metab Disord. 2016 Nov 7;;;;;;;;;;;;;;;
Antidiabetic effects of Mangifera indica Kernel Flour-supplemented diet in streptozotocin-induced type 2 diabetes in rats.;/pubmed/27826432;Irondi EA, Oboh G, Akindahunsi AA.;Food Sci Nutr. 2016 Feb 17;;;;;;;;;;;;;;;
Practical combination therapy based on pathophysiology of type 2 diabetes.;/pubmed/27826204;Levin PA.;Diabetes Metab Syndr Obes. 2016 Oct 31;;;;;;;;;;;;;;;
Preconception Care Education for Women With Diabetes: A Systematic Review of Conventional and Digital Health Interventions.;/pubmed/27826131;Nwolise CH, Carey N, Shawe J.;J Med Internet Res. 2016 Nov 8;;;;;;;;;;;;;;;
Effect of streptozotocin-induced diabetes on motoneurons and muscle spindles in rats.;/pubmed/27826051;Muramatsu K, Niwa M, Tamaki T, Ikutomo M, Masu Y, Hasegawa T, Shimo S, Sasaki SI.;Neurosci Res. 2017 Feb;;;;;;;;;;;;;;;
Garcinia kola aqueous suspension prevents cerebellar neurodegeneration in long-term diabetic rat - a type 1 diabetes mellitus model.;/pubmed/27825990;Farahna M, Seke Etet PF, Osman SY, Yurt KK, Amir N, Vecchio L, Aydin I, Aldebasi YH, Sheikh A, Chijuka JC, Kaplan S, Adem A.;J Ethnopharmacol. 2017 Jan 4;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
GPR40 agonists for the treatment of type 2 diabetes mellitus: The biological characteristics and the chemical space.;/pubmed/27825762;Chen C, Li H, Long YQ.;Bioorg Med Chem Lett. 2016 Dec 1;;;;;;;;;;;;;;;
Trends in Mortality From Diabetes Mellitus in Spain: 1998-2013.;/pubmed/27825716;Orozco-Beltrán D, Sánchez E, Garrido A, Quesada JA, Carratalá-Munuera MC, Gil-Guillén VF.;Rev Esp Cardiol (Engl Ed). 2016 Nov 4. pii: S1885-5857(16)30287-0. doi: 10.1016/j.rec.2016.09.022. [Epub ahead of print] English, Spanish. ;Rev Esp Cardiol (Engl Ed).  2016;PubMed;citation;PMID:27825716;pubmed;27825716;create date:2016/11/09 | first author:Orozco-Beltrán D;;;;;;;;
Linguistic and psychometric validation of the Malaysian version of Diabetes Quality of Life-Brief Clinical Inventory (DQoL-BCI).;/pubmed/27825607;Samah S, Neoh CF, Wong YY, Hassali MA, Shafie AA, Lim SM, Ramasamy K, Mat Nasir N, Han YW, Burroughs T.;Res Social Adm Pharm. 2016 Oct 24. pii: S1551-7411(16)30115-2. doi: 10.1016/j.sapharm.2016.10.017. [Epub ahead of print];Res Social Adm Pharm.  2016;PubMed;citation;PMID:27825607;pubmed;27825607;create date:2016/11/09 | first author:Samah S;;;;;;;;
Are falls prevention programs effective at reducing the risk factors for falls in people with type-2 diabetes mellitus and peripheral neuropathy: A systematic review with narrative synthesis.;/pubmed/27825536;Gu Y, Dennis SM.;J Diabetes Complications. 2017 Feb;;;;;;;;;;;;;;;
Healthcare costs of people with type 2 diabetes mellitus in the Basque Country (Spain).;/pubmed/27825534;Nuño-Solinís R, Alonso-Morán E, Arteagoitia Axpe JM, Ezkurra Loiola P, Orueta JF, Gaztambide S.;Endocrinol Nutr. 2016 Dec;;;;;;;;;;;;;;;
Advances in the Relationship between Adipokines and β-cell Failure in <br/>Type 2 Diabetes Mellitus.;/pubmed/27825421;Sun Q, Liang XC.;Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 2016 Oct 10;;;;;;;;;;;;;;;
Maternal arsenic exposure and gestational diabetes and glucose intolerance in the New Hampshire birth cohort study.;/pubmed/27825389;Farzan SF, Gossai A, Chen Y, Chasan-Taber L, Baker E, Karagas M.;Environ Health. 2016 Nov 8;;;;;;;;;;;;;;;
Patient and provider acceptance of telecoaching in type 2 diabetes: a mixed-method study embedded in a randomised clinical trial.;/pubmed/27825340;Odnoletkova I, Buysse H, Nobels F, Goderis G, Aertgeerts B, Annemans L, Ramaekers D.;BMC Med Inform Decis Mak. 2016 Nov 9;;;;;;;;;;;;;;;
Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.;/pubmed/27825315;Abariga SA, Whitcomb BW.;BMC Pregnancy Childbirth. 2016 Nov 8;;;;;;;;;;;;;;;
Islet cell transplantation improves nerve conduction velocity in type 1 diabetes compared with intensive medical therapy over six years.;/pubmed/27825059;Fensom B, Harris C, Thompson SE, Al Mehthel M, Thompson DM.;Diabetes Res Clin Pract. 2016 Dec;;;;;;;;;;;;;;;
Stress Induced Hyperglycemia and the Subsequent Risk of Type 2 Diabetes in Survivors of Critical Illness.;/pubmed/27824898;Plummer MP, Finnis ME, Phillips LK, Kar P, Bihari S, Biradar V, Moodie S, Horowitz M, Shaw JE, Deane AM.;PLoS One. 2016 Nov 8;;;;;;;;;;;;;;;
Fatigue in Type 2 Diabetes: Impact on Quality of Life and Predictors.;/pubmed/27824886;Singh R, Teel C, Sabus C, McGinnis P, Kluding P.;PLoS One. 2016 Nov 8;;;;;;;;;;;;;;;
Sanofi and Google in type 2 diabetes smartphone tie-up.;/pubmed/27824837;Smalley E.;Nat Biotechnol. 2016 Nov 8;;;;;;;;;;;;;;;
Relationship Between Excessive Gestational Weight Gain and Neonatal Adiposity in Women With Mild Gestational Diabetes Mellitus.;/pubmed/27824768;Blackwell SC, Landon MB, Mele L, Reddy UM, Casey BM, Wapner RJ, Varner MW, Rouse DJ, Thorp JM Jr, Sciscione A, Catalano P, Saade G, Caritis SN, Sorokin Y, Grobman WA;;;;;;;;;;;;;;;;
Raspberry Leaf and Hypoglycemia in Gestational Diabetes Mellitus.;/pubmed/27824754;Cheang KI, Nguyen TT, Karjane NW, Salley KE.;Obstet Gynecol. 2016 Dec;;;;;;;;;;;;;;;
Social Contributors to Glycemic Control in Gestational Diabetes Mellitus.;/pubmed/27824747;Colicchia LC, Parviainen K, Chang JC.;Obstet Gynecol. 2016 Dec;;;;;;;;;;;;;;;
Validity and Relative Ability of 4 Balance Tests to Identify Fall Status of Older Adults With Type 2 Diabetes.;/pubmed/27824659;Marques A, Silva A, Oliveira A, Cruz J, Machado A, Jácome C.;J Geriatr Phys Ther. 2016 Nov 7. [Epub ahead of print];J Geriatr Phys Ther.  2016;PubMed;citation;PMID:27824659;pubmed;27824659;create date:2016/11/09 | first author:Marques A;;;;;;;;
[Sacubitril / Valsartan in patients with diabetes and heart failure].;/pubmed/27824422;Brandenburg VM, Rocca HB, Marx N.;Dtsch Med Wochenschr. 2016 Oct;;;;;;;;;;;;;;;
Hypertriglyceridemic waist in type 1 diabetes patients: prevalence and related factors.;/pubmed/27824243;Fernández-Miró M, Chillarón JJ, Albareda M, Fontserè S, Colom C, Vila L, Pedro-Botet J, Flores LE-Roux JA;;;;;;;;;;;;;;;;
A Novel Insulin/Glucose Model after a Mixed-Meal Test in Patients with Type 1 Diabetes on Insulin Pump Therapy.;/pubmed/27824066;Marchetti L, Reali F, Dauriz M, Brangani C, Boselli L, Ceradini G, Bonora E, Bonadonna RC, Priami C.;Sci Rep. 2016 Nov 8;;;;;;;;;;;;;;;
Gestational hypertension is associated with increased risk of type 2 diabetes in adult offspring: the Helsinki Birth Cohort Study.;/pubmed/27823919;Kajantie E, Osmond C, Eriksson JG.;Am J Obstet Gynecol. 2017 Mar;;;;;;;;;;;;;;;
Effects of Glimepiride versus Saxagliptin on β-Cell Function and Hypoglycemia: A Post Hoc Analysis in Older Patients with Type 2 Diabetes Inadequately Controlled with Metformin.;/pubmed/27823868;Perl S, Cook W, Wei C, Ohman P, Hirshberg B.;Clin Ther. 2016 Dec;;;;;;;;;;;;;;;
Comparative effectiveness of outpatient cardiovascular disease and diabetes care delivery between advanced practice providers and physician providers in primary care: Implications for care under the Affordable Care Act.;/pubmed/27823696;Virani SS, Akeroyd JM, Ramsey DJ, Chan WJ, Frazier L, Nasir K, S Rajan S, Ballantyne CM, Petersen LA.;Am Heart J. 2016 Nov;;;;;;;;;;;;;;;
Diabetes; diabetes severity; and coronary heart disease risk equivalence: REasons for Geographic and Racial Differences in Stroke (REGARDS).;/pubmed/27823692;Mondesir FL, Brown TM, Muntner P, Durant RW, Carson AP, Safford MM, Levitan EB.;Am Heart J. 2016 Nov;;;;;;;;;;;;;
Rushing to Wholistic Diabetes Care.;/pubmed/27823617;K Reddy SS.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Diabetes Mellitus.;/pubmed/27823616;Ben-Shlomo A, Fleseriu M.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Transcultural Endocrinology: Adapting Type-2 Diabetes Guidelines on a Global Scale.;/pubmed/27823615;Nieto-Martínez R, González-Rivas JP, Florez H, Mechanick JI.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Evidence-based Mobile Medical Applications in Diabetes.;/pubmed/27823614;Drincic A, Prahalad P, Greenwood D, Klonoff DC.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Understanding Population Health Through Diabetes Population Management.;/pubmed/27823613;Mitri J, Gabbay R.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Utility of Continuous Glucose Monitoring in Type 1 and Type 2 Diabetes.;/pubmed/27823610;Toschi E, Wolpert H.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Inpatient Diabetes Management in the Twenty-First Century.;/pubmed/27823609;Khazai NB, Hamdy O.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Nutrition in Diabetes.;/pubmed/27823606;Hamdy O, Barakatun-Nisak MY.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Nonalcoholic Fatty Liver Disease: The New Complication of Type 2 Diabetes Mellitus.;/pubmed/27823604;Bril F, Cusi K.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Evolving to Personalized Medicine for Type 2 Diabetes.;/pubmed/27823602;Reddy SS.;Endocrinol Metab Clin North Am. 2016 Dec;;;;;;;;;;;;;;;
Association of diabetes mellitus with presence; expansion;" and rupture of abdominal aortic aneurysm: ""Curiouser and curiouser!"" cried ALICE.";/pubmed/27823585;Takagi H;;;;;;;;;;;;;;
Clear threshold needed for diagnosing gestational diabetes.;/pubmed/27823094;[No authors listed];Nurs Stand. 2016 Oct 5;;;;;;;;;;;;;;;
Adverse pregnancy outcome among women with pre-gestational diabetes mellitus: a population-based multi-centric study in Beijing.;/pubmed/27822972;Wei Y, Yang H, Zhu W, Hod M, Hadar E.;J Matern Fetal Neonatal Med. 2016 Nov 8:1-3. doi: 10.1080/14767058.2016.1250257. [Epub ahead of print];J Matern Fetal Neonatal Med.  2016;PubMed;citation;PMID:27822972;pubmed;27822972;create date:2016/11/09 | first author:Wei Y;;;;;;;;
Assessment of Motivational Cognitions in Diabetes Self-Care: the Motivation Thought Frequency Scales for Glucose Testing; Physical Activity and Healthy Eating.;/pubmed/27822664;Parham SC, Kavanagh DJ, Gericke CA, King N, May J, Andrade J.;Int J Behav Med. 2016 Nov 7. [Epub ahead of print];Int J Behav Med.  2016;PubMed;citation;PMID:27822664;pubmed;27822664;create date:2016/11/09 | first author:Parham SC;;;;;;;
Complications of Diabetes 2016.;/pubmed/27822482;Papatheodorou K, Papanas N, Banach M, Papazoglou D, Edmonds M.;J Diabetes Res. 2016;;;;;;;;;;;;;;;
Association between -308G/A TNFA Polymorphism and Susceptibility to Type 2 Diabetes Mellitus: A Systematic Review.;/pubmed/27822481;Luna GI, da Silva IC, Sanchez MN.;J Diabetes Res. 2016;;;;;;;;;;;;;;;
The Cause-and-Effect Relationship Between Type 2 Diabetes Mellitus and Clinically Overt Cryptogenic Cirrhosis: A Matter That Must Be Seriously Revised.;/pubmed/27822261;Tavakolian Arjmand A, Razavianzadeh N.;Hepat Mon. 2016 Aug 16;;;;;;;;;;;;;;;
Danish Registry of Childhood and Adolescent Diabetes.;/pubmed/27822115;Svensson J, Cerqueira C, Kjærsgaard P, Lyngsøe L, Hertel NT, Madsen M, Mortensen HB, Johannesen J.;Clin Epidemiol. 2016 Oct 25;;;;;;;;;;;;;;;
Changes in HbA1c; body weight; and systolic blood pressure in type 2 diabetes patients initiating dapagliflozin therapy: a primary care database study.;/pubmed/27822077;Scheerer MF, Rist R, Proske O, Meng A, Kostev K.;Diabetes Metab Syndr Obes. 2016 Oct 31;;;;;;;;;;;;;
Deep analyses of the associations of a series of biomarkers with insulin resistance; metabolic syndrome; and diabetes risk in nondiabetic middle-aged and elderly individuals: results from a Chinese community-based study.;/pubmed/27822025;Fu S, Ping P, Luo L, Ye P.;Clin Interv Aging. 2016 Oct 27;;;;;;;;;;;;;
A socioeconomic and behavioral survey of patients with difficult-to-control type 2 diabetes mellitus reveals an association between diabetic retinopathy and educational attainment.;/pubmed/27822016;Emoto N, Okajima F, Sugihara H, Goto R.;Patient Prefer Adherence. 2016 Oct 25;;;;;;;;;;;;;;;
Role of Type 2 Diabetes in Determining Retinal; Renal; and Cardiovascular Outcomes in Women With Previous Gestational Diabetes Mellitus.;/pubmed/27821407;Retnakaran R, Shah BR.;Diabetes Care. 2017 Jan;;;;;;;;;;;;;
"Why screen if we cannot follow-up and manage?"" Challenges for gestational diabetes screening and management in low and lower-middle income countries: results of a cross-sectional survey.";/pubmed/27821132;Utz B, De Brouwere V.;BMC Pregnancy Childbirth. 2016 Nov 8;;;;;;;;;;;;;;;
Predictive value of neutrophiltolymphocyte ratio in the severity of non-alcoholic fatty liver disease among type 2 diabetes patients.;/pubmed/27821024;Kahraman NK, Kahraman C, Koçak FE, Coşgun S, Şanal B, Korkmaz M, Bayhan Z, Zeren S.;Acta Gastroenterol Belg. 2016 Jul-Sep;;;;;;;;;;;;;;;
FTO Gene Polymorphism Is Associated with Type 2 Diabetes through Its Effect on Increasing the Maximum BMI in Japanese Men.;/pubmed/27820839;Kamura Y, Iwata M, Maeda S, Shinmura S, Koshimizu Y, Honoki H, Fukuda K, Ishiki M, Usui I, Fukushima Y, Takano A, Kato H, Murakami S, Higuchi K, Kobashi C, Tobe K.;PLoS One. 2016 Nov 7;;;;;;;;;;;;;;;
The Burden of Poor Mental Well-being Among Patients With Type 2 Diabetes Mellitus: Examining Health Care Resource Use and Work Productivity Loss.;/pubmed/27820762;Bolge SC, Flores NM, Phan JH.;J Occup Environ Med. 2016 Nov;;;;;;;;;;;;;;;
Title;URL;Description;Details;ShortDetails;Resource;Type;Identifiers;Db;EntrezUID;Properties;;;;;;;;
Effect of Intensity and Program Delivery on the Translation of Diabetes Prevention Program to Worksites: A Randomized Controlled Trial of Fuel Your Life.;/pubmed/27820761;Wilson MG, DeJoy DM, Vandenberg RJ, Corso P, Padilla H, Zuercher H.;J Occup Environ Med. 2016 Nov;;;;;;;;;;;;;;;
Combined effect of traditional Chinese and Western medicine on inflammatory factors in patients with diabetes-induced xerophthalmia.;/pubmed/27820648;Wu SQ, Dai Q, Xu JL, Sheng WY, Xu QB, Zhong LY.;Genet Mol Res. 2016 Nov 3;;;;;;;;;;;;;;;
Association between the PPARγ Pro12Ala polymorphism and risk of gestational diabetes mellitus: a meta-analysis.;/pubmed/27819738;Shuai HL, Lin XZ, Chen DL, Li P, Luo X.;Genet Mol Res. 2016 Nov 3;;;;;;;;;;;;;;;
Current trends in the diagnosis and management of gestational diabetes mellitus in the United States.;/pubmed/27819164;Bimson BE, Rosenn BM, Morris SA, Sasso EB, Schwartz RA, Brustman LE.;J Matern Fetal Neonatal Med. 2016 Nov 24:1-6. doi: 10.1080/14767058.2016.1257603. [Epub ahead of print];J Matern Fetal Neonatal Med.  2016;PubMed;citation;PMID:27819164;pubmed;27819164;create date:2016/11/08 | first author:Bimson BE;;;;;;;;
Empagliflozin/metformin fixed-dose combination: a review in patients with type 2 diabetes.;/pubmed/27819159;Hu J, Zou P, Zhang S, Zhou M, Tan X.;Expert Opin Pharmacother. 2016 Dec;;;;;;;;;;;;;;;
Drugs for the treatment of pediatric type 2 diabetes mellitus and related co-morbidities.;/pubmed/27819155;Tabatabaei-Malazy O, Nikfar S, Larijani B, Abdollahi M.;Expert Opin Pharmacother. 2016 Dec;;;;;;;;;;;;;;;
Faster heart rate and muscular oxygen uptake kinetics in type 2 diabetes patients following endurance training.;/pubmed/27819153;Koschate J, Drescher U, Brinkmann C, Baum K, Schiffer T, Latsch J, Brixius K, Hoffmann U.;Appl Physiol Nutr Metab. 2016 Nov;;;;;;;;;;;;;;;
Systematic literature review of the health economic implications of early detection by screening populations at risk for type 2 diabetes.;/pubmed/27819150;Einarson TR, Bereza BG, Acs A, Jensen R.;Curr Med Res Opin. 2017 Feb;;;;;;;;;;;;;;;
Effects of concomitant diabetes mellitus and hyperthyroidism on testicular and epididymal histoarchitecture and steroidogenesis in male animals.;/pubmed/27819132;Korejo NA, Wei QW, Shah AH, Shi FX.;J Zhejiang Univ Sci B. 2016 Nov.;;;;;;;;;;;;;;;
Diabetes Mellitus as Hub for Tuberculosis Infection: A Snapshot.;/pubmed/27819024;Pal R, Ansari MA, Hameed S, Fatima Z.;Int J Chronic Dis. 2016;;;;;;;;;;;;;;;
Associations of A-FABP with Anthropometric and Metabolic Indices and Inflammatory Cytokines in Obese Patients with Newly Diagnosed Type 2 Diabetes.;/pubmed/27819006;Niu G, Li J, Wang H, Ren Y, Bai J.;Biomed Res Int. 2016;;;;;;;;;;;;;;;
Total hip arthroplasty complications in patients with or without controlled diabetes mellitus during hospitalization.;/pubmed/27818982;Falcão FR, Dias BA, Wolfovitch LA, Sadigursky D.;Rev Bras Ortop. 2016 Aug 31;;;;;;;;;;;;;;;
Retrograde Ejaculation: A Rare Presenting Symptom of Type 1 Diabetes Mellitus.;/pubmed/27818945;Kam J, Tsang VH, Chalasani V.;Urol Case Rep. 2016 Oct 27;;;;;;;;;;;;;;;
Suppressing hyperinsulinemia prevents obesity but causes rapid onset of diabetes in leptin-deficient Lep(ob/ob) mice.;/pubmed/27818936;D'souza AM, Johnson JD, Clee SM, Kieffer TJ.;Mol Metab. 2016 Sep 21;;;;;;;;;;;;;;;
Research Program on Type 1 Diabetes and Youth Depression in Puerto Rico.;/pubmed/27818725;Cumba-Avilés E, Sáez-Santiago E.;Rev Puertorriquena Psicol. 2016 Jan-Jun;;;;;;;;;;;;;;;
No Contribution of GAD-65 and IA-2 Autoantibodies around Time of Diagnosis to the Increasing Incidence of Juvenile Type 1 Diabetes: A 9-Year Nationwide Danish Study.;/pubmed/27818684;Thorsen SU, Pipper CB, Mortensen HB, Pociot F, Johannesen J, Svensson J.;Int J Endocrinol. 2016;;;;;;;;;;;;;;;
Integrating Undergraduate Patient Partners into Diabetes self-management education: Evaluating a free clinic pilot program for the Underserved.;/pubmed/27818432;Lee TC, Frangos SN, Torres M, Winckler B, Ji SG, Dow E.;J Health Care Poor Underserved. 2016;;;;;;;;;;;;;;;
The <i>Vivir Mejor!</i> Consortium: A Rural; US-México Collaborative Model to Prevent and Treat Diabetes.;/pubmed/27818411;Kunz S, Ingram M, Piper R, Ochoa S, Sander A, Navarro C, McKenzie S.;J Health Care Poor Underserved. 2016;;;;;;;;;;;;;;
Diabetes mellitus and the incidence of hearing loss: a cohort study.;/pubmed/27818377;Kim MB, Zhang Y, Chang Y, Ryu S, Choi Y, Kwon MJ, Moon IJ, Deal JA, Lin FR, Guallar E, Chung EC, Hong SH, Ban JH, Shin H, Cho J.;Int J Epidemiol. 2016 Nov 6. pii: dyw243. [Epub ahead of print] Erratum in: Int J Epidemiol. 2017 Jan 18;;;;;;;;;;;;;;;
Diabetes mitigates the recovery following intracranial hemorrhage in rats.;/pubmed/27818237;Fan Z, Yuan Y, Wang F, Qi Y, Han H, Wu J, Zhang G, Yang L.;Behav Brain Res. 2017 Mar 1;;;;;;;;;;;;;;;
Role of continuous glucose monitoring for type 2 in diabetes management and research.;/pubmed/27818105;Vigersky R, Shrivastav M.;J Diabetes Complications. 2017 Jan;;;;;;;;;;;;;;;
Augmented CD25 and CD69 expression on circulating CD8+ T cells in type 2 diabetes mellitus with albuminuria.;/pubmed/27818037;Lei L, Cui L, Mao Y, Zhang X, Jiang Q, Dong S, Wang Y.;Diabetes Metab. 2016 Nov 3. pii: S1262-3636(16)30535-3. doi: 10.1016/j.diabet.2016.10.002. [Epub ahead of print] No abstract available. ;Diabetes Metab.  2016;PubMed;citation;PMID:27818037;pubmed;27818037;create date:2016/11/08 | first author:Lei L;;;;;;;;
